Dr. Matanle's analysis of the social and cultural geography of Japan is repositioning public understanding of Japan's development dynamics among the following groups: Japanese and UK central government (eg.,ref,no_social_impact
"FCO, MIC, CLAIR).",ref,no_social_impact
Japanese and UK local authorities (eg.,ref,no_social_impact
JLGC and Derbyshire CC).,ref,no_social_impact
International media and corporate representatives (eg.,ref,no_social_impact
Economist Corporate Network).,ref,no_social_impact
UK school and citizen groups (eg.,ref,no_social_impact
"JSUK, Queen Elizabeth's Grammar School, Horncastle, Lincolnshire).",ref,no_social_impact
"This case study shows how Alan Walker's internationally acclaimed research on active ageing has led to policy and practice changes locally, nationally and internationally in response to what is widely recognised as the grand societal challenge of population ageing.",ref,no_social_impact
As a result of this work Walker was awarded the inaugural ESRC Impact Champion prize in 2013,ref,no_social_impact
"Senior managers in agencies in contact with children are frequently criticised, particularly in reports following child deaths, for failing to facilitate collaborative working to safeguard children.",ref,no_social_impact
"Yet, developing and sustaining collaborative systems is not easy.",ref,no_social_impact
"To assist managers, Horwath and Morrison developed a conceptual framework and, in collaboration with policy-makers and managers in Wales, added standards and indicators.",ref,no_social_impact
"These combine to form the building blocks likely to create a safe, multidisciplinary, child protection system.",ref,no_social_impact
Reminiscence theatre's primary goals are to improve the well-being of senior citizens and promote intergenerational dialogue.,ref,no_social_impact
"ARTA has successfully engaged 100 marginalised older people, 13 young volunteers and over 200 others since 2012.",ref,no_social_impact
It has learned the strengths and weaknesses of this approach and found creative solutions to the problems.,ref,no_social_impact
It has also given the Reminiscence Theatre Archive a long-term `living' future.,ref,no_social_impact
"Finally ARTA has disseminated good practice internationally through a website, articles, training events and conferences.",ref,no_social_impact
"The Cardiff Osteological Research Group (CORG) has researched the complex relationship between animals and people, across Britain, Europe and beyond.",ref,no_social_impact
Their impact has built on relationships developed with artists and practitioners in creative industries who have been influenced by the issues researched.,ref,no_social_impact
"Responding to the crisis in confidence amongst clinicians involved in child protection, Cardiff University developed the world's first research programme to provide the scientific basis for more reliable clinical assessments of child abuse and neglect.",ref,no_social_impact
"Through the Core-Info website, the evidence base created by the Cardiff team is accessed each year by 100,000 users.",ref,no_social_impact
"Key messages from their research have been published in a series of Core-Info leaflets which have reached more than 250,000 allied professionals nationally.",ref,no_social_impact
"The Cardiff research informs standardised national clinical practice, training and legal decisions, ultimately improving the recognition and protection of children from abuse or neglect.",ref,no_social_impact
"We have formulated and executed an extensive public engagement and outreach programme based on our leading technical and scientific involvement in the Herschel Space Observatory, a &#8364;1 billion astronomical satellite which was launched in 2009 and operated until April 2013.",ref,no_social_impact
"Herschel observed the Universe at far-infrared and submillimetre wavelengths with three scientific instruments, one of which (SPIRE) was built by an international team led by the Cardiff Astronomy Instrumentation Group, and Cardiff astronomers have been at the forefront in scientific use of Herschel and SPIRE.",ref,no_social_impact
"The beneficiaries of our PR and outreach programme include schoolchildren teachers, the media and the general public.",ref,no_social_impact
"The programme has achieved high exposure and impact locally, nationally and internationally.",ref,no_social_impact
"It provides inspirational personal contact and up-to- date material and information which has stimulated widespread and continuing interest in Herschel and also helped to raise the profile of STEM subjects, ultimately benefiting the economy.",ref,no_social_impact
"This research furnished evidence for school food reform in the UK, Italy, the USA and developing countries.",ref,no_social_impact
"Examining the pioneering experience of school food reformers in Europe, North America and Africa, the research showed that the power of public purchase can transform the quality of school food.",ref,no_social_impact
The researchers demonstrated that the most important factor behind successful reform is a political culture that prioritizes the values of sustainability over price and cost-cutting concerns.,ref,no_social_impact
"In recognition of these achievements, the research in this case study recently won the Economic and Social Research Council's Celebrating Impact Prize for outstanding impact on public policy.",ref,no_social_impact
"By 2008, Welsh language policy was failing to deliver consistent bilingual public services in Wales.",ref,no_social_impact
"Outcomes based on Cardiff recommendations include: Devolution of Welsh language responsibility from Westminster to the Welsh Government; A Welsh Government commitment to a national standard of bilingual public services, replacing Welsh Language Board (WLB)-agreed Language Schemes; Establishment of a Welsh Language Commissioner and complaints tribunal; Legislation improving the National Assembly for Wales' operation as a bilingual parliament.",ref,no_social_impact
"City plans and local urban design schemes, especially in rapidly developing countries like China, typically rest on limited evidence-based analysis.",ref,no_social_impact
Governments are increasingly demanding better justification of such plans.,ref,no_social_impact
This research has developed a tool that blends spatial analysis with economics into a unique methodology to appraise baseline plans and evaluate the impact of alternative urban configurations.,ref,no_social_impact
It rests on the premise that complex information about the way people interact is mediated through a city's street network.,ref,no_social_impact
Retrieving that information as indices and relating those indices to urban performance measures allows urban plans to be evaluated for specific outcomes.,ref,no_social_impact
"Research carried out by Cardiff University on the causes of maritime fatigue was instrumental in increasing understanding of contributing factors such as long working hours, and the inadequacy of current reporting systems.",ref,no_social_impact
"Because 90% of goods are transported by sea, fatigue influences at the individual and community level, as well as resulting in significant financial penalties for companies when accidents occur.",ref,no_social_impact
Professionals in the third sector have changed the key messages of their campaigns as a result of research from Cardiff University.,ref,no_social_impact
"In this research it was shown that people were more likely to be eco-friendly when campaigns appealed to their concern for the welfare of others, rather than financial savings.",ref,no_social_impact
Leading international non-governmental organisations (NGOs) such as Worldwide Fund for Nature (WWF) and Oxfam have formed the Common Cause initiative to improve their communication practices and this has led to changes in campaigning strategy.,ref,no_social_impact
"Consequently, service delivery for victims of domestic and sexual violence is becoming more holistic, efficient, and effective, both in the UK and beyond.",ref,no_social_impact
This research into treatment for employees with disabilities provides one of the UK's Equality Performance Indicators and recommendations from it have been incorporated into UK legislation.,ref,no_social_impact
Research undertaken at Cardiff University provided important evidence about unequal access to Learning Outside the Classroom (LOtC) between social groups as well as providing the foundation for campaigning for equal opportunities in this area.,ref,no_social_impact
Learning Outside the Classroom covers those activities which children undertake beyond the confines of the school walls.,ref,no_social_impact
These can range from residential trips to international destinations to short visits to local museums and parks.,ref,no_social_impact
"These kinds of activities are widely recognised as being beneficial for children's emotional, cognitive and social development.",ref,no_social_impact
"Over a decade of innovative comparative research has made a significant contribution to international debates on the future of education, employment and the labour market in the global `knowledge' economy.",ref,no_social_impact
"Prior to this research it was commonly assumed that the demand for high skilled workers would increase in the developed economies as emerging economies including China and India, entered the global economy.",ref,no_social_impact
"Research led by Cardiff University is the first to (a) show how this underestimated the way emerging economies were rapidly entering the competition for high skilled work and (b) outline its far-reaching implication for education, skills and economic policies in the West.",ref,no_social_impact
2012 saw 31.1 million overseas visitors come to the UK and 57.7 million domestic holidays taken by GB residents1.,ref,no_social_impact
"However, precise understanding of tourism's economic and environmental impact, particularly at local and regional levels, has historically been weak.",ref,no_social_impact
Cardiff Business School's (CBS) Welsh Economy Research Unit (WERU) has significantly contributed to developing methodologies to quantify tourism's socio-economic impact at different scales.,ref,no_social_impact
"Researchers then developed a Tourism Impact Model to assess the impact of new facilities and infrastructure, and of large sporting and cultural events.",ref,no_social_impact
"A model for organisational change in the world's ports has been developed for the International Labour Organisation (ILO), the only tripartite agency of the United Nations.",ref,no_social_impact
These Guidelines were recently approved by all 185 member States of the ILO and adopted by the European Commission (EC) as a framework to promote mutual recognition of port-worker qualifications across the EU.,ref,no_social_impact
"Lean is a business operations paradigm, originating from post-war Japanese manufacturing, which has its UK and European research roots in Cardiff Business School (CBS).",ref,no_social_impact
"Following the initial success of lean as a concept for improvement, it became evident that there were issues surrounding the sustainability of lean transformations.",ref,no_social_impact
"People's welfare, particularly in poorer countries, is undermined by both social vulnerability (linked to poverty, age or lack of education) and environmental hazards (both natural and the consequences of business activity).",ref,no_social_impact
"These factors are typically treated as separate policy agendas, yet in practice often negatively reinforce each other to create so-called `risk hotspots'.",ref,no_social_impact
"Research carried out by members of Cardiff Business School (CBS), created an innovative conceptual framework and a methodology to help businesses, policy-makers and communities to identify hotspots and generate well-informed management strategies to deal with underlying risk factors.",ref,no_social_impact
"The law regulating social care services for disabled and elderly adults, and their carers, had been unreformed for over 60 years.",ref,no_social_impact
"Reform had been inhibited by the law's complexity, the rapid growth in community dependency (due to deinstitutionalisation and the growth in the numbers of elderly people) and the lack of political consensus on the direction reform should take.",ref,no_social_impact
Fundamental demographic and societal change over the last 20 years has made the failure of the legislation to address the support needs of unpaid carers and those for whom they care an even more pressing issue.,ref,no_social_impact
"As a result of a sustained period of research, academic publication and Parliamentary action by Clements, this area of law is now being reformed.",ref,no_social_impact
"Both the Westminster Parliament and the National Assembly in Wales have been scrutinising Public Bills (the Care Bill 2013 in England and, in Wales, the Social Services and Well-being (Wales) Bill 2013).",ref,no_social_impact
"Despite significant social policy research on this fundamental issue, Clements was almost alone in highlighting the legal dimensions.",ref,no_social_impact
"Nanotechnology is one of the world's fastest developing industrial sectors; as well as the economic significance of nanomaterials, they have potentially serious implications for health and the environment.",ref,no_social_impact
Research by the team has: demonstrated that existing regulation dealt poorly with nanotechnologies and the health/environmental risks they might pose; identified regulatory gaps; recommended the introduction of nano-specific guidance/standards; evaluated the need for a nanotech moratorium; and analysed social responsibility and performance of nanotechnology companies.,ref,no_social_impact
This research has now been codified in the first British Standards Institution (BSI) Publicly Available Specification (PAS) on nanotechnology.,ref,no_social_impact
Rock researches the comprehensibility and effect on readers and hearers of police language.,ref,no_social_impact
"She has deployed this research in a long-term collaboration with South Wales Police (SWP) and their associated agencies, such as trainers and interpreters.",ref,no_social_impact
Rock has used her research findings to offer tailor-made solutions to a range of specific problems that SWP have identified in their communications with the public.,ref,no_social_impact
"So as to build capacity rather than creating long-term dependency, she places strong emphasis on acquainting the in-house staff sufficiently with her research to enable them to understand the potential options available, and to contribute to developing the best outcomes.",ref,no_social_impact
"Her interventions focus on written and spoken communications with the public relating to complaints, victim care, interviewing and interpreting.",ref,no_social_impact
"Building on research by El Refaie on autobiographical comics, visual metaphor and teenagers' response to cartoons, and on research by Sarangi into communicating HIV risk, comics drawing workshops were designed for use with teenagers who had, or were at risk of, HIV/AIDS.",ref,no_social_impact
"Run at the Whizzkids United Health Academy in South Africa, the workshops helped the teenagers create their own comics stories, enabling them to express their feelings and explore different possible solutions to scenarios from their life experiences.",ref,no_social_impact
A booklet of the best comics was distributed to teenagers in Edendale and via the Whizzkids United website.,ref,no_social_impact
A booklet was produced to address a problem identified by A-level teachers of Philosophy.,ref,no_social_impact
"They had reported that while independent critical engagement is strongly emphasised in the A-level Philosophy marking criteria, the available teaching materials do not foster this skill.",ref,no_social_impact
The booklet contains essays summarising research papers from three members of the Unit that represent opposing views of Nietzsche's critique of morality.,ref,no_social_impact
"Through questions and puzzles, students are able to compare the claims and take up critical positions.",ref,no_social_impact
"This research stimulated debate about the treatment of people in vegetative and minimally conscious states, created new cultural representations and informed interventions to enhance decision-making processes.",ref,no_social_impact
"Professor Jenny Kitzinger [JK], the lead researcher, was invited onto the Royal College of Physicians' Working Party revising the College's treatment and communication guidelines.",ref,no_social_impact
The research generated intense engagement from key stakeholders (e.g.,ref,no_social_impact
through a series of media/cultural interventions and through community engagement events which had a documented impact on participants' knowledge and feelings.,ref,no_social_impact
"Increasing immigration, the rise of the British National Party, and the London bombings put social cohesion firmly on the policy agenda.",ref,no_social_impact
"In the last decade, the traditional view of military ethics among practitioners and scholars has been challenged by revisionist approaches to Just War Theory.",ref,no_social_impact
David Rodin's work has played a significant part in the development of the revisionist school and in its subsequent impacts on Western militaries.,ref,no_social_impact
"His research on individual responsibility in war, the limitations of traditional justifications of war, and jus terminatio (the ethical norms applicable to the termination of war) has - as part of the revisionist school - opened up new approaches to military ethics and the way militaries understand their rights and responsibilities and those of others in war.",ref,no_social_impact
"A decade of social science research on emerging technologies carried out and/or directed by Oxford researchers at InSIS (Institute for Science, Innovation and Society) provided the basis for the Oxford Principles for the Governance of Geoengineering Research.",ref,no_social_impact
Research at Oxford has played a central role within the recent restructuring of the nursing workforce to improve healthcare quality in a context of growing service demands and tightening resource constraints.,ref,no_social_impact
"Much of this restructuring has been heavily dependent on the use of the Healthcare Assistant (HCA) role, provoking much controversy.",ref,no_social_impact
"Presented as a flexible, low cost resource, these HCA roles are also unregulated and therefore seen as a potential source of patient risk.",ref,no_social_impact
"Oxford researchers have fed into this debate across a number of projects, strengthening the evidence base on the nature and consequences of the HCA role.",ref,no_social_impact
"In so doing, the research has contributed to the development of a more productive and safer nursing workforce.",ref,no_social_impact
"Since 2005, a pioneering set of Oxford University studies has actively informed the development of evidence-based policy, practice, and programming for AIDS-affected children in Sub-Saharan Africa (totalling an estimated 85 million children, orphaned by HIV/AIDS or living with AIDS-ill caregivers).",ref,no_social_impact
"These are based on Oxford findings that revealed major effects of parental AIDS on children's psychological, educational and sexual health.",ref,no_social_impact
"Crucially, the research has also identified modifiable pathways of risk and resilience that have been used to guide interventions.",ref,no_social_impact
Research at Oxford funded by the UK Department for International Development (DFID) showed that countries with highly unequal resource distribution between culturally defined groups (`horizontal inequality') are more likely to experience conflict.,ref,no_social_impact
"For several years, members of the Uehiro Centre for Practical Ethics have been engaged in research on the scope and limits of responsibility, with a particular focus on conditions that seem to subvert responsibility, such as addiction.",ref,no_social_impact
"Key questions face Western military establishments and governments concerning the likely form of future defence needs and, consequently, the size and shape of their armed forces.",ref,no_social_impact
"Following dashed hopes of a long-term `peace dividend' after the collapse of the USSR, came recognition that defence remained a fundamental concern, but that military needs might be manifested in different ways.",ref,no_social_impact
The debate about a `war on terrorism' post-9/11 further intensified questions about the nature of future conflict.,ref,no_social_impact
"Deborah Cameron's research focuses on the relationship between gender and language, using sociolinguistic evidence and contemporary theories of gender and identity to examine and challenge widespread beliefs about the differing verbal abilities and behaviour of men and women.",ref,no_social_impact
"Through broadcasting, public speaking and engagement with non-academic professional groups, including secondary school English teachers, Cameron communicates the results of her (and others') research to a broad audience in Britain and internationally.",ref,no_social_impact
"Poor people define poverty to include a simultaneous lack of education, health, housing, employment and income, among other factors.",ref,no_social_impact
"Recognising this, Sabina Alkire and James Foster developed an axiomatic methodology of measurement that incorporates multiple dimensions of poverty &#8212; the Alkire Foster method (AF).",ref,no_social_impact
"The AF method provides a robust, `open-source' measurement tool for policy-making.",ref,no_social_impact
"In addition, this research has allowed performance nutritionists and exercise physiologists access to research that affords them the ability to follow an evidence based practice approach with their clients.",ref,no_social_impact
"This case study demonstrates the impact generated through research studies at Plymouth University into `sexting', the self-generation and distribution of explicit images, by children and young people.",ref,no_social_impact
"The research focuses on the second language acquisition (SLA) of tense and aspect, which are persistently problematic areas of grammar for language students to master.",ref,no_social_impact
It has led to the development and delivery of workshops for language teachers which deliver three impacts: an enhanced knowledge of the linguistic properties of tense and aspect; an understanding of the reasons underlying learners' difficulties; the consideration of effective pedagogical techniques in grammar teaching.,ref,no_social_impact
"With over half a million malaria-related deaths every year, the existence of counterfeit antimalarial medication continues to have a devastating effect on malaria-related mortality and morbidity on a global scale.",ref,no_social_impact
"This research, and the interventions it has fuelled will save thousands of lives.",ref,no_social_impact
New methodology for researching and teaching human rights law and empirical research used in biosecurity law Pioneering a human rights model of disability through an international project leading to development of strategies for monitoring law and training future legal practitioners in disability rights Developing a model for pro bono undergraduate research projects in the local community A student feedback guide and model adaptable across disciplines which has been referred to in law schools New visual teaching aids - accessed by the global law tutor and legal education market An innovative use of mobile phone voting technology.,ref,no_social_impact
"McNay's work is at the boundaries between HEIs and their environment: policy analysis, particularly of Access and, here, Research Quality Assessment, and the impact on internal strategies; and organisational analysis and the way internal cultures and processes are conditioned by external influences.",ref,no_social_impact
His conceptual model of cultures is used by professionals worldwide to evaluate and improve leadership and management and introduce change.,ref,no_social_impact
"It was a factor leading to adjustment of later exercises towards profiling, consistency of criteria and impact",ref,no_social_impact
"This case study is based on two areas of research, both focused on young women's sexual health, conducted by Hoggart and Newton between 2009 and 2013.",ref,no_social_impact
"The first concerns abortion, and the second concerns long-acting reversible contraception (hereafter LARC).",ref,no_social_impact
Research carried out at the University of Greenwich has explored issues surrounding sustainable living and climate change mitigation in existing buildings.,ref,no_social_impact
The research identified the relationships between people and the built environment and developed a series of behavioural interventions to inform building users of the energy they were consuming and provide guidance on how this could be reduced.,ref,no_social_impact
The socio-technical relationships were used in a public engagement programme to promote debate amongst the over-65s and the interventions by Registered Social Landlords to support behaviour change and reduce energy consumption in domestic buildings.,ref,no_social_impact
Europe needs better social services as its population ages.,ref,no_social_impact
"However, low pay and status are making recruitment and retention difficult.",ref,no_social_impact
EU public procurement rules are transferring services to the private and not-for-profit sectors where there is limited scope for effective social dialogue.,ref,no_social_impact
Jane Lethbridge's research has led EPSU affiliates to understand the trends and realise the importance of European-level action.,ref,no_social_impact
"By 2012, EPSU had started to discuss how to support an EU Sectoral Social Dialogue Committee where it will be the trade union social partner.",ref,no_social_impact
This research has revealed obstacles to effective teaching of poetry in primary schools including isolating poetry in the curriculum; the mystique that poetry must be a teacher's hobby before they can teach; and lack of teachers' development opportunities.,ref,no_social_impact
"Leading Poetry has changed the practice of primary teachers and teacher trainers locally, nationally and internationally by: Influencing teachers' practice on a further professional development project: they were assigned to influence the practice of colleagues in their schools, and in schools and teacher training provider centres nationally and internationally.",ref,no_social_impact
"In collaboration with the HK Education Bureau, the British Council, theatre practitioners, teachers and school pupils and answering to their needs, Shakespeare in Hong Kong examined the current role and reception of the world's most studied author in order to reconfigure his work as a site for the debate of issues facing the people of Hong Kong today, thereby opening it to intercultural dialogue.",ref,no_social_impact
"It has benefited key current stakeholders: Museum of London Docklands, by publicising its archives and providing administrative histories; Port of London Authority, by providing expert witness evidence; Environment Agency (EA), by contributing to the 'Challenges and Choices' consultation and extending its reach within academia; environmental activists and community organisations, by stimulating debate and providing platforms for discussion; the general public, by actively promoting awareness of issues surrounding the river Thames and its management.",ref,no_social_impact
"REBOUND is an interactive, media-based drug prevention programme targeted at young people in Europe.",ref,no_social_impact
Researchers at the University of Greenwich worked with young people to redesign the curriculum and materials for a British audience and produce a series of short educational films which are being used in the programme's resilience training.,ref,no_social_impact
"After using the films, young people are making their own videos as educational tools to pass on their learning.",ref,no_social_impact
This case describes social and health impact which arose as a result of interdisciplinary research at the University of Liverpool and the University of Manchester on the use of computer tools for communication with children and vulnerable adults.,ref,no_social_impact
"Since 2008, IMS has been used in the UK by more than 750 practitioners including psychologists, child psychiatrists, other mental health staff, health workers, educational workers, and specialists in forensic services.",ref,no_social_impact
"IMS is also used internationally in Ireland, Belgium, Sweden, and Norway, where more than 100 practitioners are already trained and are using the program in their day to day work.",ref,no_social_impact
"Galaxy Zoo (GZ) is among the most successful online citizen science project ever undertaken, relying on hundreds of thousands of volunteers to classify galaxy images.",ref,no_social_impact
"Since 2007, GZ has evolved into a ""Zooniverse"" of over 20 online projects, engaging nearly a million worldwide volunteers (from a range of ages, backgrounds and education) in scientific research.",ref,no_social_impact
"Most GZ volunteers report being motivated by a desire to contribute to real research, while 87% say their experience has changed their behaviour e.g.",ref,no_social_impact
more museum visits (34%).,ref,no_social_impact
"For under-18s, 70% were encouraged to study a degree and 47% said GZ helped their schoolwork.",ref,no_social_impact
LSE research has helped shape children's internet literacy and safety policy.,ref,no_social_impact
"In the UK, the research informed the establishment of the UK Council for Child Internet Safety (UKCCIS) and the creation by the Council of the UK's first Child Internet Safety Strategy.",ref,no_social_impact
"Based on the research, the Council tasked industry to improve safety tools, and raised awareness among parents and teachers.",ref,no_social_impact
"This has enhanced children's online opportunities, digital literacy and ability to cope with online risks, thereby reducing the probability of harm.",ref,no_social_impact
"The Duckworth/Lewis Method Professional Edition is the standard adopted globally by the International Cricket Council, for resetting the total run target for interrupted (such as rain affected) limited-overs cricket matches, enabling fairer match outcomes benefitting the teams, their fans and the games' regulatory bodies.",ref,no_social_impact
"The Professional Edition, applied universally in top-level cricket, is developed from research undertaken by Anthony Lewis, Oxford Brookes University, in collaboration with Frank Duckworth.",ref,no_social_impact
The Professional Edition made advances over the original formula by improving the parameters where the total run target was above average.,ref,no_social_impact
"This refinement of the original D/L method led to the widespread publication, dissemination and endorsement of the D/L method Professional Edition and demonstrates the diverse applications of academic research.",ref,no_social_impact
"The Institute of Cosmology and Gravitation (ICG) runs a successful programme of community engagements with local schools, science centres and tourist attractions to influence public awareness and understanding of the world-class research we perform.",ref,no_social_impact
"In 2012-13, ICG engaged with 4858 people, including 2412 school children.",ref,no_social_impact
"Through our ""Cosmology Masterclass"", we have inspired hundreds of A-level students from across the region; 60% said we had increased their interest in university.",ref,no_social_impact
"In 2012-13, staff engaged with 50 different schools across the UK.",ref,no_social_impact
"For the last 3 years, we have interacted with thousands of people running BBC Stargazing Live partner events, receiving almost unanimous praise from the public via our feedback.",ref,no_social_impact
"The Lighting Group has been involved in the formulation of national and international design guidance, with impacts on the practices of the UK and international lighting industry.",ref,no_social_impact
This guidance offers designers the tools to create optimum visual conditions in energy efficient buildings while reducing electric lighting usage.,ref,no_social_impact
This involves three areas: The development of lighting design in interiors to take account of room contents; Involvement of the occupant in the control of light levels and electricity usage; and The replacement of electric lighting with guided daylight systems.,ref,no_social_impact
The main impact of the work is its influence on the body of professional practice relating to interior lighting design.,ref,no_social_impact
"This guidance advocates the creation of user friendly visual conditions, low electricity usage and natural light in areas remote from windows.",ref,no_social_impact
"Interdisciplinary research by the Centre for Architecture and the Visual Arts (CAVA), based in the School of Architecture, is on the role of the moving image in the culture and identity of cities.",ref,no_social_impact
"By examining historic film, current trends and future developments in city branding and digital imaging, a new field of research has developed with three types of beneficiary: (1) institutions (museums and galleries); (2) municipal authorities (planning/urban development departments); (3) inhabitants of and visitors to cities.",ref,no_social_impact
"Liverpool's European Capital of Culture programme (2008) formed the basis of the research, which has spread nationally (London/Battersea) and internationally (China).",ref,no_social_impact
Work carried out by Stalford and Drywood at the Liverpool Law School between 2008 and 2012 has been at the forefront of EU action in the field of children's rights.,ref,no_social_impact
"In addition to the longer term benefits for children of more responsive laws and policies at EU level, the research cited in this case study has reached a wide range of beneficiaries, encompassing the EU institutions and agencies, the international legal community and the NGO sector.",ref,no_social_impact
The extent to which these processes enhance the EU's legal and policy responses to specific children's rights issues is already evident in the development of EU child protection measures and in negotiations with States wishing to join the EU.,ref,no_social_impact
"Through community arts practice based on the principles of mindfulness, choreographer Rosemary Lee works with inclusive, therapeutic and inter-generational groups, as well as artists and dancers, using unique elements: close attention through touch and mindful listening.",ref,no_social_impact
"Her work has evolved over two decades of practice, research and collaborations, and shows impact and reach through bringing transformation to community participants, artists, health professionals and professional arts practice.",ref,no_social_impact
"She moves away from the role of choreographer as director with a set agenda, and empowers participants to embody issues that are important to them, setting a model for community life.",ref,no_social_impact
"The performance works Common Dance (2009) and Square Dances (2011) have led to a DVD and symposium that develop a practice-as-research methodology for dance practitioners and researchers, and to workshops for artists and practitioners around the world.",ref,no_social_impact
This case study reports three specific kinds of impact: on the development of Key Stage 5 (AS and A level) curricula; on the practice of Key Stage 5 teachers; on the choices and interests of students (which in turn contributes to impact on curriculum design).,ref,no_social_impact
"Key beneficiaries of this work are students, teachers, examiners and curriculum designers.",ref,no_social_impact
"The work has had particularly significant impact at Key Stage 5, although some of the activity is relevant at earlier stages.",ref,no_social_impact
Cultural studies at Middlesex has often exemplified the New Left tradition that played an important role in founding the discipline.,ref,no_social_impact
"It sees cultural research as part of a broad continuum informing and shaping political debate, policymaking and civic education.",ref,no_social_impact
"Facilitated by a series of e-publications, public events and other activities, many associated with the journal Soundings, and working with organisations such as the Guardian, Oxfam, Friends of the Earth and the Labour Party, this research has had a demonstrable impact on issues of intergenerational politics, ethical consumption and the role of identity in new political formations.",ref,no_social_impact
"Key beneficiaries are charities, NGOs, political parties, think tanks and members of the general public.",ref,no_social_impact
"Utilising the results of large-scale research programmes by Barry Cunliffe and his Oxford team, the museum facilities connected to both Brading villa and Danebury hillfort bring to life the Iron Age and Roman periods for the general public.",ref,no_social_impact
"In addition, they promote substantial learning into key periods in prehistory, and during Britain's incorporation into the Roman empire, which are often neglected.",ref,no_social_impact
Cunliffe's work has had fundamental impact through first the establishment and then the shaping of two museum facilities: the Museum of the Iron Age in Andover and a Visitor Centre at Brading.,ref,no_social_impact
"The work at Danebury is of long-standing origin, and began in 1968, but has been given significant new impetus since 2011 by a substantial HLF grant, which has created new educational materials, guided site visits and online resources.",ref,no_social_impact
The excavations at Brading took place between 2008 and 2010 and were fundamental to the development of the new Visitor's Centre.,ref,no_social_impact
"Both facilities use recent finds and visual representation to give a more enriched sense of community life in these localities over a millennium and a half, starting at around 1000BC.",ref,no_social_impact
"By attracting visitors to the sites and museums, the research has also improved the experience of local tourists.",ref,no_social_impact
"Many adverse outcomes, including deaths, have been attributed to alarms.",ref,no_social_impact
"Historically, alarms have fallen short of their potential to contribute to safe working because the psychological aspects of understanding and responding to alarms were overlooked.",ref,no_social_impact
"Without careful consideration of the relationship between the acoustic elements embodied in their design, and their relationship to both understanding and timely response, alarms by themselves are no guarantee of safety.",ref,no_social_impact
"Edworthy and Hellier have a long record of influential work on the study of the relationship between alarm design, understanding, and response.",ref,no_social_impact
"The Human Factors Group (HFG) has established an evidence base to inform the design, implementation and evaluation of risk communications in promoting safe behaviour.",ref,no_social_impact
"They have delineated a range of design, linguistic and personal variables that influence the effectiveness of risk communications, as well as identifying important demographic and psychological variables that affect personal safety, particularly in relation to driving.",ref,no_social_impact
"There has been impact at national and local government level, driving changes in policy and practice.",ref,no_social_impact
Emergency preparedness documents for public use have been developed and validated.,ref,no_social_impact
Our success at embedding research evidence into practice has received national and international recognition (e.g.,ref,no_social_impact
"Prince Michael International Road Safety Award, 2012; HM Government Emergency Preparedness Guidance - case study illustrating good practice; and a request for dissemination to World Health Organisation).",ref,no_social_impact
"Professor Stears' research addresses a widespread concern that modern political parties are increasingly disconnected from traditions of democratic participation, with adverse consequences for political engagement and the wider quality of democracy.",ref,no_social_impact
His research develops strategies to recover and reanimate twentieth-century traditions of participatory democracy in present day politics.,ref,no_social_impact
The significance of Stears' research impacts is evidenced by his appointment as Ed Miliband's Chief Speechwriter in May 2013.,ref,no_social_impact
"Building on innovative statistical models developed at Oxford, initially conducted by Dr Clive Payne and Prof David Firth, Dr Stephen Fisher's research facilitates quick generation of predictions for the share of seats won by each party from exit poll data.",ref,no_social_impact
"As a consequence, Fisher has provided the BBC with prediction and analysis of election results from 1997 to the present.",ref,no_social_impact
"At the 2010 General Election, the forecast was jointly commissioned by the BBC, ITV, and Sky News.",ref,no_social_impact
This forecast reached a television audience of 17.7 million on the BBC alone.,ref,no_social_impact
Exit poll forecasts are of benefit to television companies and journalists in providing accurate reporting on elections and in developing programmes that interest the public and help to inform them of voting patterns.,ref,no_social_impact
This public information and engagement is beneficial to electoral politics more broadly.,ref,no_social_impact
"As a result of COMPAS's research on public attitudes to immigration, migrants' remittance payments, and employers' demand for migrant labour, these groups have been able to make stronger, evidence-based arguments and decisions.",ref,no_social_impact
"The impact has occurred in two main ways: (1) direct impact on public debates; and (2) changes in the practices of those participating in, or reporting on, those debates.",ref,no_social_impact
"The direct impact has included evidence for arguments against new restrictions on student immigration, and related arguments in favour of changing the way student immigration statistics are tracked.",ref,no_social_impact
It has also included shaping deliberations on the potential for developing new measures of remittances by the Office of National Statistics.,ref,no_social_impact
Changes in practice have involved the dissemination of research and data through the vehicle of the Migration Observatory.,ref,no_social_impact
"The Observatory has enabled journalists, civil servants, parliamentarians, and NGOs to use a more accurate and impartial evidence base in debates on migration issues, and to inform the public about such issues.",ref,no_social_impact
Small area estimation (SAE) describes the use of Bayesian modelling of survey and administrative data in order to provide estimates of survey responses at a much finer level than is possible from the survey alone.,ref,no_social_impact
"Over the recent past, academic publications have mostly targeted the development of the methodology for SAE using small-scale examples.",ref,no_social_impact
Only predictions on the basis of realistically sized samples have the potential to impact on governance and our contribution is to fill a niche by delivering such SAEs on a national scale through the use of a scaling method.,ref,no_social_impact
The value of the model has been recognised in NHS guidelines.,ref,no_social_impact
"The methodology has begun to have impact in other areas, including the BIS `Skills for Life' survey.",ref,no_social_impact
"The British Local Elections Database and accompanying research output comprise a unique national resource through which political parties, media organisations, official statistical sources, central and local government, and public affairs companies have been able to report on and analyse electoral trends.",ref,no_social_impact
